A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Birth cohorts in asthma and allergic diseases: report of a NIAID/NHLBI/MeDALL joint workshop,Jean Bousquet; James E Gern; Fernando D Martinez; Josep M Anto; Christine C Johnson; Patrick G Holt; Robert F Lemanske; Peter N Le Souëf; Robert S Tepper; Erika RM Von Mutius; S Hasan Arshad; Leonard B Bacharier; Allan Becker; Kathleen Belanger; Anna Bergström; David I Bernstein; Michael D Cabana; Kecia N Carroll; Mario Castro; Philip J Cooper; Matthew W Gillman; Diane R Gold; John Henderson; Joachim Heinrich; Soo-Jong Hong; Daniel J Jackson; Thomas Keil; Anita L Kozyrskyj; Karin C Lødrup Carlsen; Rachel L Miller; Isabelle Momas; Wayne J Morgan; Patricia Noel; Dennis R Ownby; Mariona Pinart; Patrick H Ryan; Julie M Schwaninger; Malcolm R Sears; Angela Simpson; Henriette A Smit; Debra A Stern; Padmaja Subbarao; Rudolf Valenta; Xiaobin Wang; Scott T Weiss; Robert Wood; Anne L Wright; Rosalind J Wright; Alkis Togias; Peter J Gergen,Population-based birth cohorts on asthma and allergies increasingly provide new insightsinto the development and natural history of the diseases. More than 130 birth cohortsfocusing on asthma and allergy have been initiated in the last 30 years. A National Instituteof Allergy and Infectious Diseases; National Heart; Lung; and Blood Institute; Mechanisms ofthe Development of Allergy (MeDALL; Framework Programme 7 of the EuropeanCommission) joint workshop was held in Bethesda; Maryland; on September 11-12; 2012;with 3 objectives:(1) documenting the knowledge that asthma/allergy birth cohorts haveprovided;(2) identifying the knowledge gaps and inconsistencies; and (3) developingstrategies for moving forward; including potential new study designs and the harmonizationof existing asthma birth cohort data. The meeting was organized around the presentations …,Journal of Allergy and Clinical Immunology,2014,67
Asthma morbidity and mortality: New Zealand,MR Sears; R Beaglehole,During the last decade; considerable attention has been focused on asthma in NewZealand. Studies have suggested that both morbidity and mortality from asthma haveincreased on a scale not observed in other countries. This article summarizes recent studiesof epidemiology of asthma in New Zealand.,Journal of Allergy and Clinical Immunology,1987,66
Childhood asthma in New Zealand,DT Jones; MR Sears; MD Holdaway; CJ Hewitt; EM Flannery; GP Herbison; PA Silva,Abstract To determine the prevalence and severity of childhood asthma in New Zealand westudied 815 children from a birth cohort by questionnaire; clinical examination andpulmonary physiological measurements at age 9 years. More than 19% of the sample hadexperienced wheezing in the previous year; and 11% had wheezed in the month beforeassessment. In all; 220 of 815 children (27.1%) had had wheezing episodes by age 9; in 34(4.2%) episodes had been of sufficient frequency to warrant regular anti-asthma treatment.Only 32% of all wheezing children were reported by their parents to suffer from asthma; and;in groups matched for frequency of symptoms; treatment given for wheezing was influencedstrongly by whether or not the label of 'asthma'had been given. The detailed history providedmost information useful in diagnosing asthma; clinical examination; peak flow records …,British journal of diseases of the chest,1987,66
Variations and gaps in management of acute asthma in Ontario emergency departments,M Diane Lougheed; Nancy Garvey; Kenneth R Chapman; Lisa Cicutto; Robert Dales; Andrew G Day; Wilma M Hopman; Miu Lam; Malcolm R Sears; Kim Szpiro; Teresa To; Nigel AM Paterson,Background Variation in hospitalization rates for acute asthma in Ontario may reflect gapsbetween evidence and current emergency department (ED) management. We investigatedED management of asthma and differences in practice patterns for pediatric (< 20 years old)and adult (≥ 20 years old) patients in Ontario EDs. Method Patient characteristics and EDmanagement during a 1-year period were assessed by questionnaire and chart abstractionsin a stratified sample of 16 Ontario hospitals. Variation between sites was assessed by one-way analysis of variance; Kruskal-Wallis test; or χ 2 test. Results Reported results are basedon the first of 2;671 pediatric (42.0% female) and 2;078 adult (66.7% female) visits with acorresponding questionnaire. Asthma severity; comorbidities; access to care; andprehospital management varied significantly among sites (all p< 0.001). Documentation …,CHEST Journal,2009,65
Prevalence of asthma among Chinese adolescents living in Canada and in China,Hong-Yu Wang; Gary WK Wong; Yu-Zhi Chen; Alexander C Ferguson; Justina M Greene; Yu Ma; Nan-Shan Zhong; Christopher KW Lai; Malcolm R Sears,Background: Studies of the prevalence of asthma among migrating populations may help inidentifying environmental risk factors. Methods: We analyzed data from Vancouver; Canada;and from Guangzhou; Beijing and Hong Kong; China; collected during phase 3 of theInternational Study of Asthma and Allergies in Childhood. We subdivided the Vancouveradolescents according to whether they were Chinese immigrants to Canada; Canadian-bornChinese or Canadian-born non-Chinese. We compared the prevalence of asthma andwheezing among Chinese adolescents born in Canada; Chinese adolescents who hadimmigrated to Canada and Chinese adolescents living in China. Results: Of 7794 Chineseadolescents who met the inclusion criteria; 3058 were from Guangzhou; 2824 were fromBeijing; and 1912 were from Hong Kong. Of 2235 adolescents in Vancouver; Canada …,Canadian Medical Association Journal,2008,65
Geographic and gender variability in the prevalence of bronchial responsiveness in Canada,Jure Manfreda; Malcolm R Sears; Margaret R Becklake; Moira Chan-Yeung; Helen Dimich-Ward; Hans C Siersted; Pierre Ernst; Lamont Sweet; Linda Van Til; Dennis M Bowie; Nicholas R Anthonisen,Objectives Geographic variability in reported prevalences of asthma worldwide could in partrelate to interpretation of symptoms and diagnostic biases. Bronchial responsivenessmeasurements provide objective evidence of a common physiologic characteristic ofasthma. We measured bronchial responsiveness using the standardized protocol of theEuropean Community Respiratory Health Survey (ECRHS) in six sites in Canada; andcompared prevalences across Canada with international sites. Design Samples of 3;000 to4;000 adults aged 20 to 44 years were randomly selected in Vancouver; Winnipeg;Hamilton; Montreal; Halifax; and Prince Edward Island; and a mail questionnaire wascompleted by 18;616 individuals (86.5%). Preselected random subsamples (n= 2;962)attended a research laboratory for examination including more detailed questionnaires …,CHEST Journal,2004,65
Outcome in adulthood of asymptomatic airway hyperresponsiveness in childhood: a longitudinal population study,Finn Rasmussen; D Robin Taylor; Erin M Flannery; Jan O Cowan; Justina M Greene; G Peter Herbison; Malcolm R Sears,Abstract The clinical outcome of asymptomatic airway hyperresponsiveness (AHR) firstdetected in childhood is sparsely reported; with conflicting results. We used a birth cohort of1;037 children followed to age 26 years to assess the clinical outcome of asymptomatic AHRto methacholine first documented in study members at age 9 years.,Pediatric pulmonology,2002,64
The effect of size and age of subject on airway responsiveness in children.,Peter N Le Souëf; Malcolm R Sears; Duane Sherrill,Methodologies used to assess airway responsiveness (AR) in children administer the samedosage schedule to all children despite the great range in the size of subjects. The aim ofthis study was to examine the hypothesis that the level of AR is size dependent within same-age cohorts and between different ages. Among a birth cohort of 1;037 New Zealandchildren participating in a longitudinal study; 818 had at least two measurements of airwayresponsiveness between ages 9 and 15 yr. Each child performed spirometry and a four-dose methacholine inhalation test. A continuous slope index of methacholineresponsiveness was computed. AR slope indexes were analyzed using longitudinalmethods; which included an indicator variable for subjects who reported having anywheeze. AR was lowest in both males and females in the upper quartile for height than …,American journal of respiratory and critical care medicine,1995,64
Regular versus as-needed short-acting inhaled β-agonist therapy for chronic obstructive pulmonary disease,Deborah Cook; Gordon Guyatt; Eric Wong; Roger Goldstein; Michel Bedard; Peggy Austin; Helen Ramsdale; Roman Jaeschke; Malcolm Sears,Regular short-acting inhaled β-agonist therapy is of uncertain benefit in patients with chronicobstructive pulmonary disease (COPD). We conducted a randomized; concealed; double-blind; placebo-controlled crossover trial in two periods; each of 3-mo duration; involving 53patients with a smoking history of> 20 pack-years; an FEV1 of< 70% predicted; and anFEV1/VC ratio of< 0.7 after inhalation of 200 μ g albuterol. All patients received regularipratropium bromide at 20 μ g per puff in 2 puffs four times daily; beclomethasone at 250 μ gper puff or equivalent corticosteroid in 2 puffs twice daily; and open-label inhaled albuterolas needed. Interventional therapy consisted of regular inhaled albuterol (100 μ g per puff; in2 puffs four times daily) versus placebo. Patients used twice as much active albuterol in theregular use period (mean: 8.07 puffs of coded and 4.68 puffs of open-label medication; …,American journal of respiratory and critical care medicine,2001,63
Leptin; adiponectin; and asthma: findings from a population-based cohort study,Tim JT Sutherland; Malcolm R Sears; Christene R McLachlan; Richie Poulton; Robert J Hancox,Background Obesity is thought to increase the risk of asthma; especially in women. It hasbeen proposed that this association could be due to the immune-modulating effect ofadipokines secreted by adipose tissue. Objective To investigate whether aspects of theasthma phenotype are associated with higher levels of the proinflammatory adipokine leptinand lower levels of the anti-inflammatory adipokine adiponectin in a cross-sectional analysisof a group of young adults. Methods Associations between leptin and adiponectin and adiagnosis of asthma; symptoms of wheeze; bronchodilator response; airflow obstruction; andexhaled nitric oxide were evaluated by logistic or linear regression in a population-basedbirth cohort of approximately 1;000 men and women aged 32 years. Further analysesadjusted for smoking and body fat. Results There were no significant associations …,Annals of Allergy; Asthma & Immunology,2009,62
