Algorithmic graph minor theory: Decomposition; approximation; and coloring,Erik D Demaine; Mohammad Taghi Hajiaghayi; Ken-ichi Kawarabayashi,At the core of the seminal graph minor theory of Robertson and Seymour is a powerfulstructural theorem capturing the structure of graphs excluding a fixed minor. This result isused throughout graph theory and graph algorithms; but is existential. We develop apolynomial-time algorithm using topological graph theory to decompose a graph into thestructure guaranteed by the theorem: a clique-sum of pieces almost-embeddable intobounded-genus surfaces. This result has many applications. In particular we showapplications to developing many approximation algorithms; including a 2-approximation tograph coloring; constant-factor approximations to treewidth and the largest grid minor;combinatorial polylogarithmic approximation to half-integral multicommodity flow;subexponential fixed-parameter algorithms; and PTASs for many minimization and …,Foundations of Computer Science; 2005. FOCS 2005. 46th Annual IEEE Symposium on,2005,173
Extremal results for rooted minor problems,Leif K Jørgensen; Ken‐ichi Kawarabayashi,Abstract In this article; we consider the following problem. Given four distinct vertices v 1; v 2;v 3; v 4. How many edges guarantee the existence of seven connected disjoint subgraphs Xi for i= 1;…; 7 such that X j contains vj for j= 1; 2; 3; 4 and for j= 1; 2; 3; 4; X j has a neighborto each X k with k= 5; 6; 7. This is the so called “rooted K 3; 4-minor problem.” There are onlyfew known results on rooted minor problems; for example;[15; 6]. In this article; we prove thata 4-connected graph with n vertices and at least 5n− 14 edges has a rooted K 3; 4-minor. Inthe proof we use a lemma on graphs with 9 vertices; proved by computer search. We alsoconsider the similar problems concerning rooted K 3; 3-minor problem; and rooted K 3; 2-minor problem. More precisely; the first theorem says that if G is 3-connected and e (G)≥ 4|G|− 9 then G has a rooted K 3; 3-minor; and the second theorem says that if G is 2 …,Journal of Graph Theory,2007,10
Existence of two disjoint long cycles in graphs,Yoshimi Egawa; Shinya Fujita; Ken-ichi Kawarabayashi; Hong Wang,Let d ⩾ 3 be an integer; and let G be a 2-connected graph of order at least 4. Let a ; b be distinctvertices of G; and suppose that every vertex in V ( G ) - { a ; b } ; possibly except one; has degreeat least d in G. Then G contains a path of length at least d joining a and b … Let k ; n be integerswith n ⩾ 4 k - 1 . Let G be a graph of order n; and suppose that σ 2 ( G ) ⩾ n . Then G containsk disjoint cycles C i ; 1 ⩽ i ⩽ k ; such that V ( C 1 ) ∪ ⋯ ∪ V ( C k ) = V ( G ) … G is isomorphicto the graph obtained from K n - 1 by adding a vertex and join it to precisely one vertex of K n- 1 (ie; G is isomorphic to ( K n - 2 ∪ K 1 ) + K 1 ) .,Discrete mathematics,2005,10
Cycles through a prescribed vertex set in n-connected graphs,Ken-ichi Kawarabayashi,Abstract A well-known result of Dirac (Math. Nachr. 22 (1960) 61) says that given n verticesin an n-connected G; G has a cycle through all of them. In this paper; we generalize Dirac'sresult as follows: Given at most 3 2 n vertices in an n-connected graph G when n⩾ 3 and| V(G)|⩾ 3 2 n; then G has a cycle through exactly n vertices of them. This improves theprevious known bound given by Kaneko and Saito (J. Graph Theory 15 (6)(1991) 655).,Journal of Combinatorial Theory; Series B,2004,10
Vertices of degree 6 in a contraction critically 6-connected graph,Kiyoshi Ando; Atsushi Kaneko; Ken-ichi Kawarabayashi,Abstract An edge of a 6-connected graph is said to be 6-contractible if the contraction of theedge results in a 6-connected graph. A contraction critically 6-connected graph is a 6-connected graph with no 6-contractible edge. We prove that each contraction critically 6-connected graph G has at least 1 7| V (G)| vertices of degree 6.,Discrete mathematics,2003,10
Contractible edges and bowties in a k-connected graph,Kiyoshi Ando; Atsushi Kaneko; Ken-ichi Kawarabayashi; Kiyoshi Yoshiomoto,*,Ars Combinatoria,2002,10
Efficient simrank computation via linearization,Takanori Maehara; Mitsuru Kusumoto; Ken-ichi Kawarabayashi,Abstract: SimRank; proposed by Jeh and Widom; provides a good similarity measure thathas been successfully used in numerous applications. While there are many algorithmsproposed for computing SimRank; their computational costs are very high. In this paper; wepropose a new computational technique;" SimRank linearization;" for computing SimRank;which converts the SimRank problem to a linear equation problem. By using this technique;we can solve many SimRank problems; such as single-pair compuation; single-sourcecomputation; all-pairs computation; top k searching; and similarity join problems; efficiently.,arXiv preprint arXiv:1411.7228,2014,9
A weakening of the odd hadwiger's conjecture,Ken-ichi Kawarabayashi,Abstract Gerards and Seymour (see [10]; p. 115) conjectured that if a graph has no oddcomplete minor of order l; then it is (l− 1)-colourable. This is an analogue of the well-knownconjecture of Hadwiger; and in fact; this would immediately imply Hadwiger's conjecture.The current best-known bound for the chromatic number of graphs with no odd completeminor of order l is by the recent result by Geelen; Gerards; Reed; Seymour and Vetta [8]; andby Kawarabayashi [12] later; independently. But it seems very hard to improve this boundsince this would also improve the current best-known bound for the chromatic number ofgraphs with no complete minor of order l.,Combinatorics; Probability and Computing,2008,9
K‐linked graphs with girth condition,Ken‐ichi Kawarabayashi,All graphs considered in this paper are simple graphs; ie finite graphs without multiple edgesor loops. For any graph G; we will use jGj and jjGjj to denote the number of vertices and the numberof edges of G; respectively. For a graph G; x 2 G always means x 2 VšGŽ and hAi is the subgraphinduced by A & VšGŽ. The distance between the vertices x and y in a graph G is denoted bydšx;yŽ. The connectivity number of a graph G is denoted by šGŽ and the girth of a graph G isdenoted by gšGŽ. A graph H is minor of a graph G if H can be obtained from G by deleting edgesand/or vertices and contracting edges. A graph with at least 2k vertices is said to be k-linkedif; for any choice of s1;...;sk;t1;...;tk of 2k distinct vertices; there are vertex disjoint paths P1;...;Pkwith Pi joining si to ti for 1 i … —————————————————— Contract grantsponsor: Japan Society for the Promotion of Science for Young Scientists.,Journal of Graph Theory,2004,9
F-factor and vertex-disjoint F in a graph,Ken-ichi Kawarabayashi,*,Ars Combinatoria,2002,9
Reply trees in twitter: data analysis and branching process models,Ryosuke Nishi; Taro Takaguchi; Keigo Oka; Takanori Maehara; Masashi Toyoda; Ken-ichi Kawarabayashi; Naoki Masuda,Abstract Structure of networks constructed from mentioning relationships between posts inonline media may be valuable for understanding how information and opinions spread inthese media. We crawled Twitter to collect tweets and replies to construct a large number ofso-called reply trees; each of which was rooted at a tweet and joined by replies. Consistentwith the previous literature; we found that the empirical trees were characterized by somelong path-like reply trees; large star-like trees; and long irregular trees; although theirfrequencies were not high. We tested several branching process models to explain theempirical frequency of these types of reply trees as well as more basic quantities such as thedistributions of the size and depth of the reply tree. Based on our modeling results; wesuggest that the in-degree of the tweet that initiates a reply tree (ie; the number of times …,Social Network Analysis and Mining,2016,8
Embedding semantic relations into word representations,Danushka Bollegala; Takanori Maehara; Ken-ichi Kawarabayashi,Abstract: Learning representations for semantic relations is important for various tasks suchas analogy detection; relational search; and relation classification. Although there havebeen several proposals for learning representations for individual words; learning wordrepresentations that explicitly capture the semantic relations between words remains underdeveloped. We propose an unsupervised method for learning vector representations forwords such that the learnt representations are sensitive to the semantic relations that existbetween two words. First; we extract lexical patterns from the co-occurrence contexts of twowords in a corpus to represent the semantic relations that exist between those two words.Second; we represent a lexical pattern as the weighted sum of the representations of thewords that co-occur with that lexical pattern. Third; we train a binary classifier to detect …,arXiv preprint arXiv:1505.00161,2015,8
Spanning closed walks and TSP in 3-connected planar graphs,Ken-ichi Kawarabayashi; Kenta Ozeki,Abstract In this paper; we prove the following theorem; which is motivated by two differentcontexts independently; namely graph theory and combinatorial optimization. Given a circuitgraph (which is obtained from a 3-connected planar graph by deleting one vertex) with nvertices; there is a spanning closed walk W of length at most 4 (n− 1)/3 such that each edgeis used by W at most twice. Our proof is constructive (and purely combinatorial) in the sensethat there is an O (n 2)-time algorithm to construct such a walk in a given 3-connected planargraph. We shall construct an example that shows that the upper bound 4 (n− 1)/3 isessentially tight. We also point out that 2-connected planar graphs may not have such awalk; as K 2; n− 2 shows.,Journal of Combinatorial Theory; Series B,2014,8
A simpler proof for the two disjoint odd cycles theorem,Ken-ichi Kawarabayashi; Kenta Ozeki,Abstract We give a short proof of the two disjoint odd cycles theorem which characterizesgraphs without two vertex-disjoint odd cycles. Our proof does not depend on any matroidresult. It only uses the two paths theorem; which characterizes graphs without two disjointpaths with specified ends (ie; 2-linked graphs).,Journal of Combinatorial Theory; Series B,2013,8
A multi-round generalization of the traveling tournament problem and its application to Japanese baseball,Richard Hoshino; Ken-ichi Kawarabayashi,Abstract In a double round-robin tournament involving n teams; every team plays 2 (n− 1)games; with one home game and one away game against each of the other n− 1 teams.Given a symmetric n by n matrix representing the distances between each pair of homecities; the traveling tournament problem (TTP) seeks to construct an optimal schedule thatminimizes the sum total of distances traveled by the n teams as they move from city to city;subject to several natural constraints to ensure balance and fairness. In the TTP; the numberof rounds is set at r= 2. In this paper; we generalize the TTP to multiple rounds (r= 2k; for anyk⩾ 1) and present an algorithm that converts the problem to finding the shortest path in adirected graph; enabling us to apply Dijkstra's Algorithm to generate the optimal multi-roundschedule. We apply our shortest-path algorithm to optimize the league schedules for …,European Journal of Operational Research,2011,8
