Chord: a scalable peer-to-peer lookup protocol for internet applications,Ion Stoica; Robert Morris; David Liben-Nowell; David R Karger; M Frans Kaashoek; Frank Dabek; Hari Balakrishnan,Abstract A fundamental problem that confronts peer-to-peer applications is the efficientlocation of the node that stores a desired data item. This paper presents Chord; a distributedlookup protocol that addresses this problem. Chord provides support for just one operation:given a key; it maps the key onto a node. Data location can be easily implemented on top ofChord by associating a key with each data item; and storing the key/data pair at the node towhich the key maps. Chord adapts efficiently as nodes join and leave the system; and cananswer queries even if the system is continuously changing. Results from theoreticalanalysis and simulations show that Chord is scalable: Communication cost and the statemaintained by each node scale logarithmically with the number of Chord nodes.,IEEE/ACM Transactions on Networking (TON),2003,16851
Research in Operating Systems Sparrow,K Ousterhout; P Wendell; M Zaharia; I Stoica,Page 1. Sparrow: Distributed; Low Latency Scheduling K. Ousterhout; P. Wendell; M. Zaharia andI. Stoica. In Proc. of SOSP 2013 Research in Operating Systems Sparrow *Slides partially basedon Ousternout's presentation Page 2. (Some) useful concepts picked up from OS Scheduler;preemption; shortest-job first; RPC; gang-scheduling; fair-share scheduling; … (In no particularorder) 2 Page 3. Jobs and scheduling for data analytics Large data analytics clusters Running evershorter and higher-fanout jobs What for? Finance; language translation; highly personalize search; …3 Page 4. Jobs and scheduling for data analytics Jobs composed of short tasks Produced fromframeworks that stripe work across 13 machines (eg; Dremel; Spark; …) Targeting task runningin ~100ms 4 Map Reduce/Spark/Dryad Job Task Task Task Map Reduce/Spark/Dryad Job TaskTask Task Task Page 5. Job latencies decreasing rapidly …,*,*,*
GraphX: Unifying Data-Parallel and Graph-Parallel Analytics,Michael Franklin; Ion Stoica,Page 1. GraphX: Unifying Data-Parallel and Graph-Parallel Analytics Presented by JosephGonzalez Joint work with Reynold Xin; Daniel Crankshaw; Ankur Dave; Michael Franklin; andIon Stoica Strata 2014 *These slides are best viewed in PowerPoint with animation. Page 2.Graphs are Central to Analytics Raw Wikipedia < / > < / XML Hyperlinks PageRank Top 20 PagesTitle PR Text Table Title Body Topic Model (LDA) Word Topics Word Topic Editor GraphCommunity Detection User Community User Com. Term-Doc Graph Discussion Table User Disc.Community Topic Topic Com. Page 3. Update ranks in parallel Iterate until convergence Rankof user i Weighted sum of neighbors' ranks 3 R[i]=0.15 + ∑ j2Nbrs(i) wjiR[j] PageRank: IdentifyingLeaders Page 4. The Graph-Parallel Pattern 4 Model / Alg. State Computation depends onlyon the neighbors Page 5. Many Graph-Parallel Algorithms …,*,*,*
Dominant Resource Fairness: Fair,Ali Ghodsi; Matei Zaharia; Benjamin Hindman; Andy Konwinski; Scott Shenker; Ion Stoica,Page 1. Dominant Resource Fairness: Fair Allocation of Multiple Resource Types Ali Ghodsi;Matei Zaharia; Benjamin Hindman; Andy Konwinski; Scott Shenker; Ion Stoica University ofCalifornia; Berkeley Talk by: Yael Amsterdamer Page 2. Why Fairness? • Classic problem: acommon resource – machines; pastures… • Every user has different needs • How should theresources be split? – Not enough to satisfy everyone Introduction 2 Computational Game Theory;Spring 2012 – Yael Amsterdamer Page 3. First attempt • Split according to the needs • Example: –Alice needs 4GB for MATLAB; Bob needs 2GB for watching "The Dictator" in HD – The systemhas 4GB – Alice gets 2.6GB and Bob 1.4GB. • Downsides: – Why should Alice get more? –Everybody has an incentive to lie Introduction 3 Computational Game Theory; Spring 2012 –Yael Amsterdamer Page 4. Second attempt • Split evenly • In our example …,*,*,*
Scarlett: Coping with Skewed Content Popularity in MapReduce Clusters,Albert Greenberg Kandula; Ion Stoica; Ed DukeHarlan,Page 1. Scarlett: Coping with Skewed Content Popularity in MapReduce Clusters GaneshAnanthanarayanan; Sameer Agarwal; Srikanth Kandula; Albert Greenberg; Ion Stoica;DukeHarlan; Ed Harris presented by Paweł Posielężny Page 2. Page 3. MapReduce Page4. Page 5. Page 6. Page 7. Why Scarlett? Page 8. Scarlett uses ■ historical usage statistics ■online predictors based on recent past ■ information about the jobs that have been submittedfor execution Page 9. the skew in popularity and its impact. Page 10. Page 11. Page 12. Page13. Effect of Popularity Skew: Hotspots Page 14. Logs summary ■ The number of concurrentaccesses is a sufficient metric to capture popularity of files. ■ Large files contribute to mostaccesses in the cluster; so reducing contention for such files improves overall performance. ■Recent logs are a good indicator of future access patterns …,*,*,*
2008 28th IEEE International Conference on Distributed Computing Systems (ICDCS),Chi Zhang; Pan Li; Y Fang; PP Khargonekar,In his seminal work; Jon Kleinberg considers a small-world network model consisting of a k-dimensional lattice augmented with shortcuts. Under the assumption that the probability of ashortcut being present between two nodes u and v decays as a power; d (u; v)-\alpha; of thedistance d (u; v) between them; Kleinberg shows that decentralized routing scheme such asgreedy geographic routing is efficient...,*,*,*
AKELLA; Aditya CMU-CS-16-117 ALDRICH; Jonathan CMU-CS-16-103 AMOS; Brandon CMU-CS-16-118 BEN-DAVID; Naama CMU-CS-16-133,Daniel S BERGER; Alex BEUTEL; Luís CAIRES; John P DICKERSON; Kristen GARDNER; Sang Jin HAN; Mor HARCHOL-BALTER; Junchen JIANG; Jay JIN; Vivek R KRISHNAN; Sarah M LOOS; Bartosz LUDWICZUK; Michael MAASS; Filipe MILITÃO; Stefan MITSCH; Andreas MÜLLER; Stefan K MULLER; Jakub PACHOCKI; Evangelos E PAPALEXAKIS; Jack PAPARIAN; Gennady G PEKHIMENKO; André PLATZER; Mike RAINEY; Werner RETSCHITZEGGER; Raja R SAMBASIVAN; Mahadev SATYANARAYANAN; Alan SCHELLER-WOLF; Wieland SCHWINGER; Vyas SEKAR; Vivek SESHADRI; Nisarg SHAH; Ramesh K SITARAMAN; Kristina SOJAKOVA; Peter STEENKISTE; Ion STOICA; Dougal J SUTHERLAND; David TRAN-LAM; Benny VAN HOUDT; Ameya A VELINGKER; Qinsi WANG; Richard WANG; Xuezhi WANG; John WRIGHT; Hui ZHANG; Timothy ZHU,2016 Technical Reports by Author Computer Science Department School of Computer Science;Carnegie Mellon University. ACAR; Umut A. CMU-CS-16-112; CMU-CS-16-133. AKELLA; AdityaCMU-CS-16-117. ALDRICH; Jonathan CMU-CS-16-103. AMOS; Brandon CMU-CS-16-118.BEN-DAVID; Naama CMU-CS-16-133. BERGER; Daniel S. CMU-CS-16-113; CMU-CS-16-120.BEUTEL; Alex CMU-CS-16-105. CAIRES; Luís CMU-CS-16-103. DICKERSON; John P.CMU-CS-16-127. GARDNER; Kristen CMU-CS-16-109; CMU-CS-16-131. HAN; Sang JinCMU-CS-16-126. HARCHOL-BALTER; Mor CMU-CS-16-109; CMU-CS-16-113;CMU-CS-16-120; CMU-CS-16-131. JIANG; Junchen CMU-CS-16-102. JIN; Jay CMU-CS-16-115. KRISHNAN; Vivek R. CMU-CS-16-123. LOOS; Sarah M. CMU-CS-16-111. LUDWICZUK;Bartosz CMU-CS-16-118. MAASS; Michael CMU-CS-16-105. MILITÃO; Filipe CMU-CS-16-103 …,*,*,*
OverQoS: Enhancing End-to-End Path Quality using Overlays,Lakshminarayanan Subramanian; Ion Stoica; Hari Balakrishnan,Page 1. 0 Page 2. OverQoS: Enhancing End-to-End Path Quality using OverlaysLakshminarayanan Subramanian Ion Stoica Hari Balakrishnan Randy H.Katz 1 Page 3. CanOverlays better Best-Effort? Virtual link (IP path between OverQoS routers) AS AS AS AS ASAS IP IP IP IP OverQoS routers • Given no QoS support in the routers; can we enhance thequality of paths end-to-end? If so; by how much? 2 Page 4. What Overlays provide? • Overlaysprovide access to points within the network. – Exert control on the individual flows traversingan overlay node. – Can deploy any QoS scheduling discipline at these nodes. • Overlaysolutions are incrementally deployable and also fast to deploy. • An overlay approach issupplementary/complementary to existing archi- tectures. 3 Page 5. Scenario: One UDP flowIP IP IP IP Cross Traffic Bottleneck End Host End Host UDP Flow +FEC …,*,*,*
A Waypoint Service Approach to Connect Heterogeneous Internet Address Spaces,David Manura; TS Eugene; Ion Stoica; Hui Zhang,Page 1. A Waypoint Service Approach to Connect Heterogeneous Internet Address Spaces DavidManura 2003-04-03 TS Eugene; Ion Stoica; Hui Zhang. “A Waypoint Service Approach to ConnectHeterogeneous Internet Address Spaces.” USENIX; pp. 319-332; June 2001. Page 2. ProblemPage 3. Solution (AVES) E: (IP initiator ; IP NET ; IP' responder ) Page 4. Characteristics • Allnon-IP hosts simultaneously reachable regardless of N. • Each IP host can simultaneously reachup to N non-IP hosts. • If multihoming is used – Each port on each non-IP host simultaneouslyreachable by up to 65;000 TCP; 65;000 UDP; and 1 each port-less protocol connection. • Tradeperformance for deployability. Page 5. Implementation • AVES-Aware DNS: Modified BIND • AVESWaypoint: ipfw (Linux 2.2) • AVES NAT: presumably also ipfw (Linux 2.2) • 41-80 Mbps TCP and96 Mbps UDP on 100Mbit Ethernet LAN. Page 6. Related Work …,*,*,*
UC Berkeley SOCC 2012,Peter Bailis; Alan Fekete; Ali Ghodsi; Joseph M Hellerstein; Ion Stoica,Page 1. the potential dangers of causal consistency and an explicit solution Peter Bailis; Alan Fekete;Ali Ghodsi; Joseph M. Hellerstein; Ion Stoica UC Berkeley SOCC 2012 Page 2. A Story Page 3.A Story Page 4. “Sally's in a coma!” A Story Page 5. “Sally's in a coma!” “Sally's in a coma!” A Story“Sally's okay!” Page 6. “Sally's in a coma!” “Sally's in a coma!” A Story “Sally's okay!” Page 7. “Sally'sin a coma!” “Sally's in a coma!” A Story “Great news!” “Sally's okay!” Page 8. “Sally's in a coma!”“Sally's in a coma!” A Story “Great news!” “Sally's okay!” Page 9. “Sally's in a coma!” “Sally's in acoma!” “Great news!” “Sally's okay!” The Wrong Story Page 10. “Sally's in a coma!” “Great news!”The Wrong Story Page 11. “Sally's in a coma!” “Great news!” The Wrong Story Page 12. “Sally'sin a coma!” “Great news!” ??? The Wrong Story Page 13. The Right Order “Sally's in a coma!” “Greatnews!” “Sally's okay!” Page 14. The Right Order …,*,*,*
Discretized Streams,Ion Stoica; Haoyuan Li HY; Timothy Hunter; Scott Shenker,Page 1. Discretized Streams Fault Tolerance Streaming Computation at Scale UC BERKELEYIon Stoica UC Berkeley Joint work with: Matei Zaharia; Tathagata Das (TD); Haoyuan Li (HY);Timothy Hunter; Scott Shenker Page 2. Why Care? Data is important as the decisions it enablesDecisions on fresh data better than on stale data » More and more apps want to process largedata streams Website monitoring Fraud detection Ad monetization Require tens to hundredsof nodes Require second-scale latencies Page 3. Why Hard beyond Scale & Latency? Typicallyrun 24x7 services Need to recover from failure very fast; eg; sub-second recovery time » Needto handle stragglers as well Traditional systems either inefficient or slow Page 4. TraditionalStreaming Systems DAGs of stateful operators mutable state node 1 node 3 input records node2 input records Page 5. Traditional Streaming Systems …,*,*,*
Connect With Us!,Interlachen Pediatrics Welcomes Dr Sareh Dyer; Interlachen Pediatrics Welcomes Dr Amber McClain,*,*,*,*
Swift Regular Expression Matching,Anurag Khandelwal; Rachit Agarwal; Ion Stoica,ABSTRACT Queries involving Regular Expressions (RegEx) have a wide range ofapplications including document stores; bioinformatics and information retrieval. However;efficiently executing RegEx queries over large datasets remains a challenging task. Datascans do not scale well with input size; however; existing techniques that avoid data scans—referred to as “black-box” approaches—offer little or no benefit over data scans for RegEx.The latter typically execute RegEx queries by decomposing the query along operators;computing intermediate results for individual sub-queries (using indexes and/or partial datascans) and combining the intermediate results along respective operators. We analyze theblack-box approach and identify operators for which the execution time of the black-boxapproach can be far from optimal. We then propose Swift; a set of transformations over …,*,*,*
