Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
The mechanism of hemifacial spasm: a new understanding of the offending artery,Ning-Ning Dou; Jun Zhong; Qiu-Meng Zhou; Jin Zhu; Yong-Nan Wang; Lei Xia; Xiao-Sheng Yang; Ting-Ting Ying; Xue-Sheng Zheng; Shi-Ting Li,Abstract Although neurovascular confliction was believed to be the cause of hemifacialspasm (HFS); the mechanism of the disorder remains unclear to date. Current theories;merely focusing on the facial nerve; have failed to explain the clinical phenomenon ofimmediate relief following a successful microvascular decompression surgery (MVD). Withthe experience of thousands of microvascular decompression surgeries and preliminaryinvestigations; we have learned that the offending artery may play a more important rolethan the effect of merely mechanical compression in the pathogenesis of the disease. Webelieve that the attrition of neurovascular interface is the essence of the etiology; and thesubstance of the disease is emersion of ectopic action potentials from the demyelinatedfacial nerve fibers; which were triggered by the sympathetic endings from the offending …,Neurological research,2015,23
Soil carbon dioxide emission from intensively cultivated black soil in Northeast China: nitrogen fertilization effect,Kang Ni; Weixin Ding; Zucong Cai; Yufeng Wang; Xilin Zhang; Baoku Zhou,Abstract Purpose The aim of this study was to understand the effect of nitrogen fertilizationon soil respiration and native soil organic carbon (SOC) decomposition and to identify thekey factor affecting soil respiration in a cultivated black soil. Materials and methods A fieldexperiment was conducted at the Harbin State Key Agroecological Experimental Station;China. The study consisted of four treatments: unplanted and N-unfertilized soil (U0);unplanted soil treated with 225 kg N ha− 1 (UN); maize planted and N-unfertilized soil (P0);and planted soil fertilized with 225 kg N ha− 1 (PN). Soil CO 2 and N 2 O fluxes weremeasured using the static closed chamber method. Results and discussion Cumulative CO2 emissions during the maize growing season with the U0; UN; P0; and PN treatments were1.29; 1.04; 2.30 and 2.27 Mg C ha− 1; respectively; indicating that N fertilization …,Journal of soils and sediments,2012,23
Downregulation of alpha-fetoprotein siRNA inhibits proliferation of SMMC-7721 cells,Yun-Shan Wang; Xiao-Li Ma; Tong-Gang Qi; Xiang-Dong Liu; Yue-Sheng Meng; Guang-Ju Guan,METHODS: A hairpin siRNA expressing plasmid pSilencer3. 0-H1-afp was constructedandtransfected into SMMC-7721 cells with Lipofectamine 2000. The expression of AFP wasmonitored by real-time RT-PCR and immunoassays; its effect on SMMC-7721 cellproliferation and cell death was detected by MTT and fluorescence-activated cell sorter(FACS). RESULTS: The AFP-siRNA expressing plasmid downregulated the expression ofAFP obviously (about 34%); and inhibited SMMC-7721 cell proliferation; but did not induceapoptosis. CONCLUSION: Downregulation of AFP siRNA inhibits proliferation of SMMC-7721 cells; but cannot cause apoptosis.,World Journal of Gastroenterology: WJG,2005,23
An experimental study of passive and active heat transfer enhancement in microchannels,Yingying Wang; Yoav Peles,An experimental study on single-phase heat transfer and fluid flow downstream a singlemicroscale pillar in a microchannel was conducted. A secondary jet flow was issued fromslits formed along the pillar. A comparison of the thermal performances of a plainmicrochannel; a microchannel with a pillar; and a microchannel with a jet issued from a pillarwas performed to elucidate the merits of this heat transfer enhancement technique. It wasfound that the presence of a pillar upstream the heater enhanced the heat transfer; theaddition of jet flow issued from a pillar further enhanced the heat transfer. At a Reynoldsnumber of 730; an improvement of spatially averaged Nusselt number of 80% was achieveddue to the combined effect of the pillar and the jet compared with the corresponding plainchannel. Micro particle image velocimetry (μPIV) measurements provided planar velocity …,Journal of Heat Transfer,2014,22
Welcome to the Journal of Advanced Mathematics and Applications Contemporary Mathematics as a Metamethodology of Science; Engineering; Society; and Huma...,Yingxu Wang,Mathematics is the abstract science of numbers; quantity; and space as well as theirapplications in other disciplines of sciences; engineering; society; and humanities (Aristotle;1989; Bender; 1996; Boole; 1854; Gowers; 2008; Jordan; 2001; Newton; 1687; Rapoport;1962; Russel; 1903; Wang; 2008a; 2012a; b; Wang et al.; 2009a; Zadeh; 1975; 1979). Thebasic methodology of mathematics is abstraction and symbolic inferences (Wang; 2007b;2008a). In the family of mathematics; pure mathematics is a category of abstractmathematics dealing with abstract quantities and their relations based on numbers and sets.Applied mathematics is a category of concrete mathematics dealing with real-world entities;behaviors; and relations in engineering; technologies; and societies on the basis of puremathematics. The key role of mathematics is a metamethodlogy for rigorous; formal; and …,Journal of Advanced Mathematics and Applications,2012,22
PubChem applications in drug discovery: a bibliometric analysis,Tiejun Cheng; Yongmei Pan; Ming Hao; Yanli Wang; Stephen H Bryant,A bibliometric analysis of PubChem applications is presented by reviewing 1132 researcharticles. The massive volume of chemical structure and bioactivity data in PubChem and itsonline services have been used globally in various fields including chemical biology;medicinal chemistry and informatics research. PubChem supports drug discovery in manyaspects such as lead identification and optimization; compound–target profiling;polypharmacology studies and unknown chemical identity elucidation. PubChem has alsobecome a valuable resource for developing secondary databases; informatics tools and webservices. The growing PubChem resource with its public availability offers support and greatopportunities for the interrogation of pharmacological mechanisms and the genetic basis ofdiseases; which are vital for drug innovation and repurposing.,*,2014,21
An efficient algorithm coupled with synthetic minority over-sampling technique to classify imbalanced PubChem BioAssay data,Ming Hao; Yanli Wang; Stephen H Bryant,Abstract It is common that imbalanced datasets are often generated from high-throughputscreening (HTS). For a given dataset without taking into account the imbalanced nature;most classification methods tend to produce high predictive accuracy for the majority class;but significantly poor performance for the minority class. In this work; an efficient algorithm;GLMBoost; coupled with Synthetic Minority Over-sampling TEchnique (SMOTE) isdeveloped and utilized to overcome the problem for several imbalanced datasets fromPubChem BioAssay. By applying the proposed combinatorial method; those data of raresamples (active compounds); for which usually poor results are generated; can be detectedapparently with high balanced accuracy (Gmean). As a comparison with GLMBoost;Random Forest (RF) combined with SMOTE is also adopted to classify the same datasets …,Analytica chimica acta,2014,21
Bioactivity of selenium-enriched exopolysaccharides produced by Enterobacter cloacae Z0206 in broilers,Zeqing Lu; Mingliang Jin; Ming Huang; Youming Wang; Yizhen Wang,Abstract To investigate effects of Se-enriched exopolysaccharides (Se-ECZ-EPS) producedby Enterobacter cloacae Z0206 on growth performance; antioxidant status and immunefunction; 240 broilers were randomly assigned into five groups: the control group was fed abasal diet supplemented with 0.15 mg/kg Se (Na 2 SeO 3); and the other four groups werefed with diets supplemented with Se-ECZ-EPS at 280; 560; 840 and 1120 mg/kg;respectively. Administration of Se-ECZ-EPS (840 and 1120 mg/kg) significantly increasedaverage daily gain; decreased feed/gain ratio and enhanced antioxidant enzyme activities.Serum cytokine concentrations showed positive responses in birds treated with 560 and1120 mg/kg Se-ECZ-EPS. Serum antibody titers against Newcastle disease virus in birdstreated with 840 mg/kg Se-ECZ-EPS were significantly increased. These results …,Carbohydrate polymers,2013,21
Study of allicin microcapsules in β-cyclodextrin and porous starch mixture,Yu-Feng Wang; Jiang-Juan Shao; Zhao-Long Wang; Zhao-Xin Lu,Abstract Allicin has several biological properties; however; its low stability and water-solubility limit its use as food preservatives. New allicin microcapsules can be efficientlyprepared via a spray drying technology using β-cyclodextrin with porous starch as a wallmaterial. This process improves their properties; thus increasing their solubility; allowingthem to be directly dissolved in water. Furthermore; the stability of allicin microcapsulesagainst heat; pH; light and oxygen also improved; with the amounts of allicin improving byabout 20% to 40%. Thus; allicin microcapsules retained the desired antimicrobial activityafter encapsulation with high temperatures; with retention rates ranging from 85.5%±1.53%to 92.2%±1.70%. In addition; microcapsules still exhibited a broad-spectrum inhibitoryactivity against food borne pathogens; such as Staphylococcus aureus; Bacillus subtilis …,Food research international,2012,21
The increased expression of DEC1 gene is related to HIF-1α protein in gastric cancer cell lines,Yan Zheng; Xiaohong Shi; Min Wang; Yanfei Jia; Binbin Li; Yi Zhang; Qinghua Liu; Yunshan Wang,Abstract Overexpression of differentiated embryo chondrocyte 1 (DEC1) has been reportedto contribute to the cellular differentiation; proliferation; and apoptosis of various cancers.Our previous studies have shown that DEC1 was highly expressed in gastric cancer (GCa)tissues. However; there is no report about the expression of DEC1 in GCa cell lines untilnow. In this study; We evaluated the mRNA and protein expression of DEC1 and hypoxia-inducible factor 1α (HIF-1α) under normoxic and hypoxic conditions in six GCa cell lines:BGC-823; MGC80-3; MKN1; AGS; FU97 and SGC-7901. An HIF-1α protein inhibitor wasused to analyze the association of DEC1 and HIF-1α expression. Under normoxia; themRNA expression of both HIF-1α and DEC1 was moderate; whereas the protein expressionof DEC1 was higher than that of HIF-1α. Hypoxia induced the mRNA expression of DEC1 …,Molecular biology reports,2012,21
A self-supported peapod-like mesoporous TiO 2–C array with excellent anode performance in lithium-ion batteries,Liang Peng; Huijuan Zhang; Yuanjuan Bai; Yan Zhang; Yu Wang,Herein; we introduce a novel peapod-like architectural array with TiO2 nanoparticlesencapsulated in graphitized carbon fibers for the first time. The unique peapod-like TiO2arrays with high conductivity architectures are designed and fabricated for application in Li-ion batteries. Since the as-synthesized TiO2 peapod array is characterized with the largesurface area derived from the mesoporous carbon fiber; as well as the high conductivityfurther enhanced by a thin carbon coating layer; it has shown superior rate capability; highspecific capacitances; and excellent cycling stability; eg the specific capacity can reach up to162 mA hg− 1 over 200 cycles. A rational and universal approach to fabricate a high-performance TiO2 peapod array for constructing next-generation Li-ion batteries isdemonstrated in this paper. Furthermore; due to the specificity of the structure and the …,Nanoscale,2015,20
