Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
Web service oriented pipeline model under multicore architecture,Chao LI; Qing PAN,Web servers under high traffic and flow status need proper mechanisms to ensure thequality of service. Multicore is more and more widely applied in web servers; but currentoperating systems and network protocols haven't make effective use of multicore to take fulladvantage of parallel computing. By improving the mechanism of web servers; adoptingstage event-driven architecture and the idea of vector operating system; this researchproposes a new model of web servers in the case of making responses for a mass ofconcurrent and high duplicated requests. It aims at reducing average response time;increasing throughout and improving the performance of web servers.,Journal of Academy of Equipment,2013,2
Computational model of radio frequency risk on stealth performance of airborne radar,Bo-Yu Feng; Ying Wang; Hang An; Chao Li,*,Systems Engineering and Electronics,2013,2
Sagnac Loop Sensors,Li Qian,Abstract Fiber-based Sagnac loop sensors are an important subcategory of fiber sensorswhich utilize Sagnac interferometry. Sagnac interferometers; as opposed to all other types ofcommon interferometers; have the unique advantage of providing the same physical path forthe two counter-propagating lightwaves that create the optical interference; henceeliminating signal fading problems due to path instabilities caused by environmentaldisturbances.,*,2013,2
RankFuzz: Fuzz Testing Based on Comprehensive Evaluation,Cheng Li; Qiang Wei; Qingxian Wang,It has been proven successful that fuzz testing can successfully find security vulnerabilities inprograms. However; traditional black box fuzz testing tools; which randomly mutate the input;are blind and ineffective. The white box fuzzing technology; known as the symbolicexecution; is still facing the problem of low efficiency and path explosion. We present a newautomated fuzzing technique based on comprehensive evaluation and a tool; Rank Fuzz;that implements this technique. By running dynamic taint analysis; we divide the input intoseveral fields and make a rank to each of them according to the comprehensive evaluationresults; in the hope that the potential vulnerability can be quickly found. We use severalexisting vulnerabilities to assess the reasonability of our evaluation system; finding thatRank Fuzz can effectively locate the bytes triggering the vulnerabilities and all of their …,Multimedia Information Networking and Security (MINES); 2012 Fourth International Conference on,2012,2
A two-mode debugging system for vlsi designs using xilinx FPGA,WC Li; ZJ Song; AW Ruan; CQ Li; DS Yu,Increasingly complicated VLSI design or system-on-chip (SOC) makes FPGA-basedemulation necessary. As a design is downloaded into a FPGA-based emulator; invisibleinternal nodes of the design pose a challenge for design debugging. A debugging system isproposed to address the issue. An RTL-level runtime debugging method is utilized in thesystem. The user can not only select sampling signals; triggering signal and statement inRTL codes; but can change triggering mode or sampling window runtime as well. Thisdebugging system supports two debugging modes including both scan mode and snapshotmode. In the proposed debugging system; communication channel is provided for XilinxFPGA. Experiment results show that compared with ChipScope; scan mode and snapshotmode consumes fewer resources.,Computational Problem-Solving (ICCP); 2012 International Conference on,2012,2
Comparative study of ultrasonography and magnetic resonance imaging in midline structures of fetal brain,F Yang; TZ Yang; H Luo; CX Li; J Yao; XY Yan; B Song,OBJECTIVE: To evaluate the accuracy of ultrasonography (US) and magnetic resonanceimaging (MRI) in midline structures of fetal brain. METHODS: Thirty-two fetuses underwentUS and MRI examinatiom. Imagings acquired from US and MRI were analysed; the resultswere compared with the final outcomes which were obtained after fetal birth or pathologicalstudy after induction of labor. RESULTS: There were 20 cases found abnormal in prenatalCNS ultrasonography (18 cases involving midline structures). Among these 20 cases; 12cases were normal in MRI and the fetuses were born in full-term without special problem; 8cases were abnormal in MRI and fetal autopsy confirmed their abnormalities. Diagnosticaccuracy rate of US was 93.8%; sensitivity was 100%; specificity was 87.5%; positivepredictive value was 88.9%; negatvie predictive value was 100%. Diagnostic accuracy …,Sichuan da xue xue bao. Yi xue ban= Journal of Sichuan University. Medical science edition,2012,2
Quasi-phase-matched DC-induced three wave mixing versus four wave mixing: a simulated comparison,Christopher A Sapiano; J Stewart Aitchison; Li Qian,A comparison is made between DC-induced three-wave mixing under an on–off quasi-phase-matching scheme and a perfectly phase-matched four wave mixing process. It isshown that the DC-induced process is capable of producing a significantly larger conversionefficiency than the four wave mixing process. Despite the fact that it suffers greater effects ofdispersion; the enhanced growth rate of the DC-induced process provides a conversionefficiency roughly 300× larger than that of four wave mixing. Over a sample length of 20 cmthe DC-induced process is able to generate idler power more than 270 times greater thanthat produced by the equivalent four wave mixing process.,Optics letters,2012,2
Fiber spectroscopic probe mountable on a microscope,*,A fiber spectroscopic probe that can be mounted directly above the objective lens of astandard microscope to add a spectroscopic function to the microscope. The constructedmicroscope with fiber spectroscopic probe is suitable for micro-sampling; Raman analysis;as well as fluorescence analysis and can be easily reconfigured for differentexcitation/detection wavelengths. The fiber spectroscopic probe only consists of a minimumnumber of optical components and is compact enough to induce minimum alteration to theoptical path of the microscope.,*,2012,2
Accumulation and distribution of dry matter under the conditions of saturated irrigation in maize varieties released in different eras,WW XIU; CX CHEN; XD TIAN; Xin LIU; Yi-ming ZHANG; Shao-kun LI; Feng-lu ZHANG,Experiment was conducted in glasshouse in Agricultural University of Hebei during 2010-2011. The characters of dry matter accumulation and distribution of varieties from differenteras were studied under saturated irrigation conditions; with 6 maize cultivars released from1950s Baihe; Jidan 101; Zongdan 2; Yedan 13; Zhengdan 958 and Xianyu 335. The resultshowed that: Modern varieties had higher dry matter accumulation due to their late leafsenescence. With the replacement of varieties; translocation of photosynthate was increasedand dry weight and allocation proportion of ear in maturing stage was also graduallyincreased. Root weight increased from 1950s to 1980s but decreased for modern maizevarieties. Relative small root decreased the root redundancy and lowered the photosynthateconsumption on roots. Compared with the early varieties the modern maize possess high …,Acta Agriculturae Boreali-Sinica,2012,2
Nitrogen and oxygen isotopic tracing of nitrate pollution in the Dianchi Lake basin,QG Li; SL Wang,The water quality of the Dianchi Lake showed an increasing deterioration due to nitratepollution; and hence there is an urgent need to identify its sources for the purpose ofpollution control and improvement. We have collected rain water; river water; lake water; andwell water samples from the Dianchi Lake watershed for the determination of inorganicnitrogen concentrations and nitrogen (δ15N) and oxygen (δ18O) isotopic ratios of nitrates.The results displayed that the nitrate varied over a large range from below the detectability to13.44 mg-N/L; demonstrating different degrees of nitrate pollution in different areas. Thehighest concentration was detected in the well water located on the farmlands to the south ofthe lake proper. The plot of δ15N-NO-3 against δ18O-NO-3 pointed out fertilizer andatmosphere deposit sources; showing their influence on the groundwater in the …,Earth and environment,2012,2
Studies on the effects of nitrogen application and soil deep-loosing on root characteristics of spring maize,FL Zhang; Xin Liu; YM Zhang; SK Li; RZ Xie; WW Xiu; XK Niu,Experiment was conducted at Gongzhuling experimental station of Institute of CropSciences; Chinese Academy of Agricultural Sciences; Jilin Province during 2009-2010.Density tolerant maize hybrid of Zhengdan 958 (ZD) was used as experimental materialsunder 2 plant densities (52 500 plants/ha (LD) and 82 500 plants/ha (HD)); and 2 nitrogenapplication levels (150 kg/ha (LF) and 300 kg/ha (HF)) conditions. Maize growth anddevelopment and root characteristics were studied under the treatment of deep-looseningconditions (40 cm) with traditional soil tillage method as control. The result showed that thegrowth and development of maize plant have close relations with densities; nitrogenapplication levels and tillage methods. Plant total dry weight; root character and kernel yieldunder the treatment of deep-loosening conditions are better than those of traditional …,Acta Agriculturae Boreali-Sinica,2012,2
Review of Research Progress on Wood-decay Fungi and the Decay Mechanism [J],Ming-yue LI; Jun QIAN; Guang-yao LI,Wood decay fungi can effectively improve the permeability of the conifer heartwood and helpidentify the annual rings of the broadleaved tree diffuse-porous wood. In wood industrywood-decay fungi and their enzymes can also be used as biotechnological materials inbiopulping pretreatment; biobleaching; wood enzymolysis and so on. In this paper theresearch progress on the decay mechanisms home and abroad was introducedsystematically and comprehensively from the aspects of the brown rot; white rot; soft rot;bamboo and wood-based panel. The aim is to make scholars have a general understandingof the knowledge regarding the chemical compositions of wood and bamboo and parts ofthe cells degraded selectively by fungi in order to provide reference for the protection andrational utilization of wood and bamboo.,Anhui Forestry Science and Technology,2012,2
