Observation of room-temperature magnetic skyrmions and their current-driven dynamics in ultrathin metallic ferromagnets,Seonghoon Woo; Kai Litzius; Benjamin Krüger; Mi-Young Im; Lucas Caretta; Kornel Richter; Maxwell Mann; Andrea Krone; Robert M Reeve; Markus Weigand; Parnika Agrawal; Ivan Lemesh; Mohamad-Assaad Mawass; Peter Fischer; Mathias Kläui; Geoffrey SD Beach,Abstract Magnetic skyrmions 1; 2 are topologically protected spin textures that exhibitfascinating physical behaviours 1; 2; 3; 4; 5; 6 and large potential in highly energy-efficientspintronic device applications 7; 8; 9; 10; 11; 12; 13. The main obstacles so far are thatskyrmions have been observed in only a few exotic materials and at low temperatures 1; 2;3; 4; 6; 7; 8; and fast current-driven motion of individual skyrmions has not yet beenachieved. Here; we report the observation of stable magnetic skyrmions at room temperaturein ultrathin transition metal ferromagnets with magnetic transmission soft X-ray microscopy.We demonstrate the ability to generate stable skyrmion lattices and drive trains of individualskyrmions by short current pulses along a magnetic racetrack at speeds exceeding 100 ms−1 as required for applications. Our findings provide experimental evidence of recent …,Nature materials,2016,314
Magnetic soft X-ray microscopy: Imaging spin dynamics at the nanoscale,P Fischer; D-H Kim; BL Mesler; W Chao; EH Anderson,Abstract Time-resolved magnetic X-ray microscopy combines in a unique way spatialresolution down to 15 nm with a temporal resolution of less than 100 ps. The former isenabled through state-of-the-art Fresnel zone plates used as X-ray optical elements and thelatter is limited by the inherent time structure of current synchrotron radiation X-ray sources.Using a stroboscopic pump and probe scheme spin dynamics in magnetic systems ofconfined geometries can be imaged with great detail. The magnetization of the elements isexcited with fast electronic pulses with a rise time of 100 ps that are launched intowaveguide structures. Varying the delay time between the pump and the X-ray probingpulses one can image in real space the temporal evolution of the magnetic configuration innanoscale elements. This paper is based on an invited talk given at the ICM2006 …,Journal of Magnetism and Magnetic Materials,2007,15
Three-dimensional nanomagnetism,Amalio Fernández-Pacheco; Robert Streubel; Olivier Fruchart; Riccardo Hertel; Peter Fischer; Russell P Cowburn,Magnetic nanostructures are being developed for use in many aspects of our daily life;spanning areas such as data storage; sensing and biomedicine. Whereas patternednanomagnets are traditionally two-dimensional planar structures; recent work is expandingnanomagnetism into three dimensions; a move triggered by the advance of unconventionalsynthesis methods and the discovery of new magnetic effects. In three-dimensionalnanomagnets more complex magnetic configurations become possible; many withunprecedented properties. Here we review the creation of these structures and theirimplications for the emergence of new physics; the development of instrumentation andcomputational methods; and exploitation in numerous applications.,*,2017,14
Manipulating topological states by imprinting non-collinear spin textures,Robert Streubel; Luyang Han; Mi-Young Im; Florian Kronast; Ulrich K Rößler; Florin Radu; Radu Abrudan; Gungun Lin; Oliver G Schmidt; Peter Fischer; Denys Makarov,Abstract Topological magnetic states; such as chiral skyrmions; are of great scientific interestand show huge potential for novel spintronics applications; provided their topologicalcharges can be fully controlled. So far skyrmionic textures have been observed innoncentrosymmetric crystalline materials with low symmetry and at low temperatures. Wepropose theoretically and demonstrate experimentally the design of spin textures withtopological charge densities that can be tailored at ambient temperatures. Tuning theinterlayer coupling in vertically stacked nanopatterned magnetic heterostructures; such as amodel system of a Co/Pd multilayer coupled to Permalloy; the in-plane non-collinear spintexture of one layer can be imprinted into the out-of-plane magnetised material. We observedistinct spin textures; eg vortices; magnetic swirls with tunable opening angle; donut …,Scientific reports,2015,14
Manipulating topological states by imprinting non-collinear spin textures,Robert Streubel; Luyang Han; Mi-Young Im; Florian Kronast; Ulrich K Rößler; Florin Radu; Radu Abrudan; Gungun Lin; Oliver G Schmidt; Peter Fischer; Denys Makarov,Abstract Topological magnetic states; such as chiral skyrmions; are of great scientific interestand show huge potential for novel spintronics applications; provided their topologicalcharges can be fully controlled. So far skyrmionic textures have been observed innoncentrosymmetric crystalline materials with low symmetry and at low temperatures. Wepropose theoretically and demonstrate experimentally the design of spin textures withtopological charge densities that can be tailored at ambient temperatures. Tuning theinterlayer coupling in vertically stacked nanopatterned magnetic heterostructures; such as amodel system of a Co/Pd multilayer coupled to Permalloy; the in-plane non-collinear spintexture of one layer can be imprinted into the out-of-plane magnetised material. We observedistinct spin textures; eg vortices; magnetic swirls with tunable opening angle; donut …,Scientific reports,2015,14
Polarization-selective vortex-core switching by tailored orthogonal Gaussian-pulse currents,Young-Sang Yu; Ki-Suk Lee; Hyunsung Jung; Youn-Seok Choi; Myoung-Woo Yoo; Dong-Soo Han; Mi-Young Im; Peter Fischer; Sang-Koog Kim,Abstract We experimentally demonstrate low-power-consumption vortex-core switching inmagnetic nanodisks using tailored rotating magnetic fields produced with orthogonal andunipolar Gaussian-pulse currents. The optimal width of the orthogonal pulses and their timedelay are found; from analytical and micromagnetic numerical calculations; to be determinedonly by the angular eigenfrequency ω D for a given vortex-state disk of polarization p; suchthat σ= 1/ω D and Δ t= π 2 p/ω D. The estimated optimal pulse parameters are in goodagreement with the experimental results. This work lays a foundation for energy-efficientinformation recording in vortex-core cross-point architecture.,Physical Review B,2011,14
Polarization-selective vortex-core switching by tailored orthogonal Gaussian-pulse currents,Young-Sang Yu; Ki-Suk Lee; Hyunsung Jung; Youn-Seok Choi; Myoung-Woo Yoo; Dong-Soo Han; Mi-Young Im; Peter Fischer; Sang-Koog Kim,Abstract We experimentally demonstrate low-power-consumption vortex-core switching inmagnetic nanodisks using tailored rotating magnetic fields produced with orthogonal andunipolar Gaussian-pulse currents. The optimal width of the orthogonal pulses and their timedelay are found; from analytical and micromagnetic numerical calculations; to be determinedonly by the angular eigenfrequency ω D for a given vortex-state disk of polarization p; suchthat σ= 1/ω D and Δ t= π 2 p/ω D. The estimated optimal pulse parameters are in goodagreement with the experimental results. This work lays a foundation for energy-efficientinformation recording in vortex-core cross-point architecture.,Physical Review B,2011,14
Analytical modeling and x-ray imaging of oscillations of a single magnetic domain wall,Lars Bocklage; Benjamin Krüger; Peter Fischer; Guido Meier,Abstract Domain wall oscillation in a pinning potential is described analytically in a one-dimensional model for the field-driven case. A proper description of the pinning potential hasto go beyond harmonic contributions. Oscillations of a domain wall are observed by time-resolved magnetic soft x-ray microscopy. It is shown that nonharmonic terms are present inreal samples with a strong restoring potential. In the framework of our model we gain deepinsight into the domain wall motion by looking at different phase spaces. The corrections ofthe harmonic potential can change the motion of the domain wall significantly. The dampingparameter of permalloy is determined via the direct imaging technique.,Physical Review B,2010,14
Scaling behavior of the first arrival time of a random-walking magnetic domain,M-Y Im; S-H Lee; D-H Kim; P Fischer; S-C Shin,Abstract We report a universal scaling behavior of the first arrival time of a traveling magneticdomain wall into a finite space-time observation window of a magneto-optical microscopeenabling direct visualization of a Barkhausen avalanche in real time. The first arrival time ofthe traveling magnetic domain wall exhibits a nontrivial fluctuation and its statisticaldistribution is described by universal power-law scaling with scaling exponents of 1.34±0.07for CoCr and CoCrPt films; despite their quite different domain evolution patterns. Numericalsimulation of the first arrival time with an assumption that the magnetic domain wall traveledas a random walker well matches our experimentally observed scaling behavior; providingan experimental support for the random-walking model of traveling magnetic domain walls.,Physical review letters,2008,14
Magnetization reversal in exchange biased nanocap arrays,IL Guhr; S van Dijken; G Malinowski; P Fischer; F Springer; O Hellwig; M Albrecht,Abstract Arrays of self-assembled polystyrene spheres with various particle sizes have beenused as a substrate to study the exchange bias effect along the out-of-plane direction ofPt/Co multilayers capped with IrMn layers. The evolution of the reversal process of theresulting magnetic nanocaps was investigated by magnetic force microscopy (MFM) andmagnetic transmission x-ray microscopy (M-TXM). Tip–sample interaction-inducedirreversible and reversible switching events have been observed during multiple scanningcycles in MFM imaging which are ascribed to the so-called training effect. During M-TXMimaging a drastic change in morphology has been found due to the x-ray exposure; leadingto the formation of much larger spherical particles. Interestingly; these merged particlesreveal again an exchange coupled single-domain magnetic cap with magnetic behaviour …,Journal of Physics D: Applied Physics,2007,14
Imaging at high spatial resolution: soft X-ray microscopy to 15nm,David Attwood; Weilun Chao; Erik Anderson; J Alexander Liddle; Bruce Harteneck; Peter Fischer; Gerd Schneider; Mark Le Gros; Carolyn Larabell,Soft X-ray microscopy has now achieved 15 nm spatial resolution with new zone plates andbending magnet radiation. Combined with elemental sensitivity and flexible sampleenvironment (applied magnetic or electric fields; wet samples; windows; overcoatings) thisemerges as a valuable tool for nanoscience and nanotechnology; complimenting commonelectron and scanning tip microscopies. In this presentation we describe recent advances inspatial resolution; expectations for the near future; and applications to magnetic materials;bio-tomography; etc.,Journal of Biomedical Nanotechnology,2006,14
X-ray magnetic circular dichroism,Gisela Schütz; Peter Fischer; K Attenkofer; D Ahlers,Abstract X-ray Magnetic Circular Dichroism in core-level absorption; which has beenobserved for the first time ten years ago; has been proven in the meanwhile to be a universalphenomenon resulting from angular momentum conservation in the interplay with spin orbitinteraction. The dichroic effect in the near-edge absorption is intimately correlated to thelocal spin and orbital polarization distribution of the final states thus allowing a symmetry-and element-selective study of magnetic aspects of the electronic structure. In favourablecases local magnetic moments separated into spin and orbital contributions can be directlydeduced by applying so-called “sum-rules”. Even in the EXAFS energy range dichroic; iemagnetic contributions have been found and systematic studies there of in various systemsshowed a direct proportionality between the strengths of the magnetic signal and the spin …,*,1997,14
