A graphical query language supporting recursion,Isabel F Cruz; Alberto O Mendelzon; Peter T Wood,Abstract We define a language G for querying data represented as a labeled graph G. Byconsidering G as a relation; this graphical query language can be viewed as a relationalquery language; and its expressive power can be compared to that of other relational querylanguages. We do not propose G as an alternative to general purpose relational querylanguages; but rather as a complementary language in which recursive queries are simpleto formulate. The user is aided in this formulation by means of a graphical interface. Theprovision of regular expressions in G allows recursive queries more general than transitiveclosure to be posed; although the language is not as powerful as those based on function-free Horn clauses. However; we hope to be able to exploit well-known graph algorithms inevaluating recursive queries efficiently; a topic which has received widespread attention …,ACM SIGMOD Record,1987,284
Tutorials Chair,Paolo Bottoni; Margaret Burnett; Christopher Dupuis; Alan Blackwell; M Francesca Costabile; Philip Cox; Isabel Cruz; Alberto Del Bimbo; Max Egenhofer; Stephen Eick; Gregor Engels; John Grundy; Volker Haarslev; Yasunori Harada; John Hosking,*,*,*,*
Program Co-Chairs,Trevor Smedley; SK Chang; Tadao Ichikawa; Erland Jungert; Robert Korfhage; Stefano Levialdi; Steven Tanimoto; Meera Blattner; Chris Holt; Wayne Citrin; Dan Kimura; Francesca Costabile; Kim Marriott; Philip T Cox; Satoshi Matsuoka; Isabel Cruz; Paul Mulholland; Albert Del Bimbo; Piero Mussio; Stephen Eick; Marc Najork; Ephraim Glinert; Alex Repenning; Thomas Green; Andy Schuerr; Volker Haarslev; Susan M Uskudarli; Masahito Hirakawa; Susan Weidenbeck,*,*,*,*
Note: An asterisk* following a name indicates a program committee member,Allen Ambler; Laura Beckwith; Alan Blackwell; Paolo Bottoni; Ruven Brooks; Jean-Marie Burkhardt; Margaret Burnett; Shi-Kuo Chang; Cynthia Corritore; Gennaro Costagliola; Philip Cox; Isabel Cruz; Allen Cypher; Vincenzo Deufemia; Francoise Detienne; Gregor Engels; Martin Erwig; Irene Finocchi; Carmine Gravino; Reiko Heckel; Masahito Hirakawa; Stefan Hoermann; John Hosking; Ken Kahn; Stuart Kent; Laura Leventhal; Henry Lieberman; Katharina Mehner; Evangelos Milios; Mark Minas; Bonnie Nardi; Marian Petre; Giuseppe Polese; Robert Rist; Peter Rodgers; Mary Beth Rosson; Jorma Sajaniemi; Tim Schattkowsky; Andy Schuerr; Timothy Shih; Trevor Smedley; John Stasko; Ralf Steinmetz; Genny Tortora; Willemien Visser; Susan Wiedenbeck; Aaron Wilson; Stuart Zweben,*,*,*,*
Electrical Engineering and Computer Science Department,Goce Trajcevski; Roberto Tamassia; Hui Ding; Peter Scheuermann; Isabel Cruz,Abstract This report presents our solution to the problem of processing continuous NearestNeighbor (NN) queries for moving objects trajectories when the exact position of a givenobject at a particular time instant is not known; but is bounded by an uncertainty region. Ashas already been observed in the literature; the answers to continuous NN-queries inspatiotemporal settings are time parameterized in the sense that the objects constituting theanswer vary over time. Incorporating uncertainty in the model yields additional attributes thataffect the semantics of the answer to this type of queries. In this report; we firstly formalize theimpact of uncertainty on the answers to the continuous probabilistic NN-queries (ie; thesemantics of the answer to such queries); and we provide a compact structure for itsrepresentation. Then; we propose efficient algorithms for constructing that structure. For …,*,*,*
1Expressing Constraints for Data Display Specification,Isabel F Cruz,Abstract In this paper we introduce a constraint-based language that has a visual syntax;and allows for the declarative speci cation of the display of data. Other features of theproposed language include:(1) simplicity and genericity of the basic constructs;(2) ability tospecify a variety of displays (graphs; bar charts; pie charts; etc.);(3) compatibility with theobject-oriented framework of the database language doodle. We provide the syntax and thesemantics of the language; and examples of applications that demonstrate theexpressiveness of our language.,*,*,*
Program Co-Chairs,Masahito Hirakawa; Piero Mussio; Allen Ambler; Margaret Burnett; Shi-Kuo Chang; Tadao Ichikawa; Erland Jungert; Stefano Levialdi; Steven L Tanimoto; Joseph J Pfeiffer; Marc Najork; Atsuo Yoshitaka; Junichi Tatemura; Gerard Allwein; Albert Badre; Meera Blattner; Monica Bordegoni; Paolo Bottoni; Francesca M Costabile; Isabel F Cruz; Alberto Del Bimbo; Stephen Eick; Thomas Green; John Grundy; Volker Haarslev; Yasunori Harada; Hans-Juergen Hoffmann,Fireuiord Welcome to 1999 IEEE Symposium on Visual Languages (VL'99) in Tokyo; and thankyou for participating in the symposium. In these years we have witnessed visual languages turningfrom their exciting experimental beginnings into a mature research field. Moreover; inapplications; visual languages have become ubiquitous: modern software engineering embracesdiagrammatic methods such that visual notations are at the core of almost every specificationmethodology; visual notations have also been adopted to develop simulation and designenvironment; complex visual interfaces facilitate end-user applications and iconic communicationis tested as an approach to cross-language communication. The time is now ripe to put theoreticalresults to practical use and to merge related streams of research. Most importantly; it is the timeto strengthen and to enliven the exchange with those research communities who apply …,*,*,*
Secure Personal Information Management for Mobile Devices,Isabel F Cruz,More than six decades after Vannevar Bush put forward Memex [3]; his vision of a personalinformation management (PIM) framework; most computer users are still constrained by arigid hierarchical file organization; where the semantic relationships among data are notemphasized. The semantic desktop leverages the potential of the semantic web to addressthe challenges of complex PI spaces; which are composed of syntactically and semanticallyheterogeneous data [11]. In the semantic desktop; ontologies assign meaning to data. In thisposition paper; we list security issues that arise when the semantic desktop is madeavailable in mobile devices; which may communicate with one another using the peer-to-peer (P2P) paradigm [12; 19]. The need to consider PIM in mobile devices using a semanticweb approach has also been recently recognized by others [16]. In addition; we consider …,*,*,*
Understanding Ambiguous Language in Context-Aware Mobile Querying,Joel Booth; Barbara Di Eugenio; Isabel Cruz; Ouri Wolfson,Abstract In this paper we discuss a method for understanding ambiguous language innatural language interfaces for mobile devices. We approach the problem by modeling theuser and system with semantic web ontologies that are informed by a context-awarecomputing platform. The semantic model is then used to interpret ambiguous languagebased on the user's real-world context.,*,*,*
Ontology Alignment for the Semantic Integration of Heterogeneous Geospatial Data Sets,Isabel F Cruz,As a growing amount of networked information is becoming available; the potential of alarge variety of applications accessing that data in a flexible and transparent way using asingle query is far reaching. Particularly important is the case where hundreds of such datasources need to be queried in geospatial; scientific; educational; and e-commerceapplications. For example; in homeland security applications; queries on a variety ofdifferent domains; eg; geospatial; biological; and governmental; should be deployed withrelatively little effort. A fundamental issue is the integration of data whose schemas displaysemantic heterogeneities. We have been working on an approach where no a prioriintegration of all the data schemas involved is needed. Instead; querying can be easilyextended to a new data source [3; 5]. Our approach has been used in real-world …,*,*,*
Context-Aware Access Control for Mobile Users,Isabel F Cruz,We consider collaborative applications of wireless mobile devices where users (possiblyfrom different organizations) are not previously identified; therefore the actions that they canperform are dynamically determined based on their own attribute values (eg; location;acceleration; movement pattern; delegated credentials) and on the attribute valuesassociated with computational (eg; data; web services) or physical (eg; hospital; armycompound) resources. In what follows; we further detail some of the research issues andapproaches. Security Model. We extend the role-based access control (RBAC) model whereroles are organized in a hierarchy. Also; in our model; users are not statically identified;therefore the actions that they can perform are determined based on the associationbetween their own attribute values and the attribute values of the resources [1]. We …,*,*,*
Program Committee Reviewers,Michel Adiba; Gilbert Babin; Roger Barga; Karin Becker; Zohra Bellahsene; Jorge Bernardino; Peter Bodorik; Andre Clouatre; Isabel Cruz; Bin Cui; Frank Dehne; Bipin C Desai; Klaus R Dittrich; Anne Doucet; Todd Eavis; Matteo Golfarelli; Shyam K Gupta; Volker Haarslev; Theo Haerder; Bettina Kemme; Dominique Laurent; Mark Levene; Feng Ling; Arturas Mazeika; Tim Merrett; Tore Risch; Domenico Sacca; Kai-Uwe Sattler; Nematollaah Shiri; Nicolas Spyratos; Yannis Theodoridis; Manuel Torres; Rainer Unland; Jari Veijalainen; Krishnamurty Vidyasankar; Gottfried Vossen; Mathias Weske; Jeffery Xu Yu,Michel Adiba; University of Grenoble; France Gilbert Babin; HEC Montréal Roger Barga; MicrosoftResearch; USA Karin Becker; Pontifícia Universidade Católica do Rio Grande do Sul ZohraBellahsene; Laboratoire d'Informatique; de Robotique et de Microelectronique de MontpellierJorge Bernardino; ISEC Peter Bodorik; Dalhousie University; Canada Andre Clouatre; Universityof Montreal Stefan Conrad; University of Duesseldorf; Institut fuer Informatik Isabel Cruz; Universityof Illinois at Chicago; USA Bin Cui; National University of Singapore Frank Dehne; Griffith UniversityBipin C. Desai; Concordia University; Canada Klaus R. Dittrich; University of Zurich AnneDoucet; Pierre et Marie Curie University; France Todd Eavis; Department of Computer Scienceand Software Engineering; Concordia University; Canada Matteo Golfarelli; University of BolognaShyam K. Gupta; Indian Institute of Technology Volker Haarslev; Concordia University …,*,*,*
SWAE'08 Program Committee,Sonia Bergamaschi; Francesco Guerra; Yannis Velegrakis; Francesco Bellomi; Omar Boucelma; Paolo Bouquet; Christoph Bussler; Jorge Cardoso; Oscar Corcho; Matteo Cristani; Isabel Cruz; Alfio Ferrara; Mohand-Said Hacid; Mustafa Jarrar; Alain Leger; Andrea Maurino; Lyndon Nixon; Aris M Ouksel; Lucian Popa; Christoph Quix; Peter Spyns; Divesh Srivastava; Armando Stellato; Zografoula Vagena,Chairs Sonia Bergamaschi; University of Modena and Reggio Emilia Francesco Guerra; Universityof Modena and Reggio Emilia Yannis Velegrakis; University of Trento … Francesco Bellomi;Università di Verona; Italy Omar Boucelma; Université Aix-Marseille; France Paolo Bouquet;Università di Trento; Italia Christoph Bussler; Merced Systems; USA Jorge Cardoso; Universityof Madeira; Portugal Oscar Corcho; University of Manchester; UK Matteo Cristani; Universityof Verona ; Italy Isabel Cruz; University of Illinois at Chicago; USA Alfio Ferrara; Università degliStudi di Milano; Italy Mohand-Said Hacid; Universite Claude Bernard Lyon 1; France MustafaJarrar; University of Cyprus; Cyprus Alain Leger; France Telecom R&D; France AndreaMaurino; Università degli Studi di Milano Bicocca; Italy Lyndon Nixon; University of Berlin; GermanyAris M. Ouksel; University of Illinois at Chicago; USA Lucian Popa; IBM Almaden …,*,*,*
Graph Drawing by the Magnetic Spring Model by Kozo Sugiyama and Kazuo Misue.,Isabel F Cruz; Peter Eades,The declarative approach proposed in this paper is based on a model where vertices andedges are replaced with rings and magnetic springs. Like in other spring algorithms;repulsive and attractive forces are de ned among rings. After an initial placement; the ringsare iteratively moved according to the forces; until a locally stable state is reached. Unlikeother spring algorithms; which were developed for undirected graphs only; the magneticforces introduced in this model control the orientation of the directed edges. For example; aparallel magnetic eld causes an acyclic digraph to be drawn with all the edges pointingdownward.,*,*,*
Preserving Contextual Navigation in Hypermedia Querying,Isabel F Cruz; Kimberly M James,Abstract Navigating query results is a highly volatile task; usually requiring much effort fromthe users; while not providing a firm reference point for further queries or refinement. Manyusers accessing traditional search engines are confronted with lengthy pages of hypertextlinks; through which relevant information must be found. Accessing each link can bring auser closer or farther from the information they seek; in either case; the context between thequery results and the current web page can be lost. DelaunayMM addresses these issues bycreating virtual documents through which all query results are displayed in a meaningful andorganized fashion; and that reference the originating web page; thus providing semanticbrowsing and hypermedia navigation without loss of context.,*,*,*
Juha-Pekka Tolvanen; MetaCase; Finland,Alan Blackwell; Thomas Baar; Paolo Bottoni; Margaret Burnett; Maria Francesca Costabile; Gennaro Costagliola; Phil Cox; Isabel Cruz; Jin Song Dong; Gregor Engels; Martin Erwig; Andrew Fish; Mark Gross; Corin Gurr; John Hosking; Chris Hundhausen; Stefano Levialdi; Kim Marriott; Bernd Meyer; Mark Minas; Marc Najork; James Noble; Marian Petre; Pablo Romero; Mary Beth Rosson; Andy Schürr; Margaret-Anne Storey; Shin Takahashi; Steve Tanimoto,Alan Blackwell; University of Cambridge; UK Thomas Baar; Ecole Polytechnique Fédérale deLausanne; Switzerland Paolo Bottoni; Universita di Roma; Italy Margaret Burnett; Oregon StateUniversity; USA Maria Francesca Costabile; Università di Bari; Italy Gennaro Costagliola; Universitadi Salerno; Italy Phil Cox; Dalhousie University; Canada Isabel Cruz; University of Illinois atChicago; USA Jin Song Dong; National University of Singapore; Singapore Peter Eades;NICTA; Australia Gregor Engels; Universitaet Paderborn; Germany Martin Erwig; Oregon StateUniversity; USA Andrew Fish; University of Brighton; UK Mark Gross; Carnegie MellonUniversity; USA Corin Gurr; University of Reading; UK John Hosking; University of Auckland;New Zealand Chris Hundhausen; Washington State University; USA Stefano Levialdi; Universitadi Roma; Italy Kim Marriott; Monash University; Australia Bernd Meyer; Monash …,*,*,*
