High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
Parallel fabrication of nanogaps and devices thereof,*,This application is the National Stage of International Application No. PCT/US2008/053793;filed Feb. 13; 2008; which claims the benefit of US Pat. App. Ser. No. 60/901;360; filed Feb.13; 2007; and US Pat. App. Ser. No. 60/954;884; filed Aug. 9; 2007; the entirety of which applicationsis incorporated by reference herein … The Government may have certain rights in the presentinvention. Research related to the present invention was supported by National ScienceFoundation; Nanoscale Science and Engineering Center; Department of Materials Researchgrant NSF NSEC DMR 0425780; and by National Science Foundation; Nanoscale InterdisciplinaryResearch Team grant NSF-NIRT 0304531 … The present invention pertains to the field of materialsscience. The present invention also pertains to the field of nano-scale electronic devices …Various scientific and patent publications are referred to herein. Each is incorporated by …,*,2014,*
Charge transport in CVD graphene,Marishka Oquendo Mustafa; Gabriel Calderon; Josee Vedrine; Gang Hee; Allen Johnson; Nicholas Pinto,Abstract Graphene is a mono-layer of sp 2 bonded carbon atoms arranged in a honeycombpattern. It is considered a promising candidate for the next generation of electronic materialsas it exhibits both electron and hole conduction with extremely high carrier mobilities.Graphene films were prepared via chemical vapor deposition and then transferred to dopedSi/SiO 2 wafers. It was washed in toluene several times to remove any organic deposits leftbehind during the transfer process. Atomic force microscopy images shows that thegraphene surface is very rough. The graphene device was then electrically characterized ina field effect transistor configuration as a function of temperature and the resistancecalculated at the Dirac point minimum of the device transconductance curve. The Dirac pointresistance showed weak temperature dependence characteristic of graphene. Thermally …,2014 NCUR,2014,*
Putting it all together: quantum process tomography and pump–probe spectroscopies,Joel Yuen-Zhou; Jacob J Krich; Ivan Kassal; Allan S Johnson; Alán Aspuru-Guzik,We will now tie all the previous results together and show how a sequence of PP 0experiments can be used to perform QPT. So far; we have shown that a PP 0 signal SPP0yields information on the dynamics of the SEM both for coupled dimers in the absence ofcoupling to a vibrational bath B (example 6) or in the context of strictly adiabatic electronicdynamics (example 7). In this chapter; we will lift these restrictions and extend the discussionto the general coupled dimer; which; regardless of the electronic basis of S; can featuretransfers between different electronic states due to coupling to vibrations in B. We will showthat for ultrashort broadband pulses P and P 0; and for a given waiting time T; the signal maybe represented as a linear combination of elements of the process matrix χ (T) of the SEM;which is the main object to reconstruct in QPT. Yet; this observation means that a single …,Ultrafast Spectroscopy,2014,*
Possible generation of $\gamma $-ray laser by electrons wiggling in a background laser,Qi-Ren Zhang,To extend the spectrum of lasers to the γ-ray range is a long dream for both nuclear and laserphysicists. It means fantastic improvement of techniques; such as much more precise measurementsof space-time; holography for nanometer size or even smaller objects; and so on. There are variousproposals[1–7] for its realization; including those of using nuclear decay and condensedpositron- ium decay and those of using γ−ray emitted by wiggling charged particles. [1; 2] arereview articles. We preferred the way of using the radiations from charged particles wigglingin a periodically bent crystal[5–7]. However; this proposal assumes that the crystal is ideal.Contrar- ily; the real crystals are not ideal. They have lacunae and impurities. This point hurtsthe reliability of the proposal. Another problem is that; the theory used in this proposal is notfundamental; which also spoils its reliability. Moreover; to bend the crystal periodically in …,arXiv preprint arXiv:1408.3112,2014,*
Self-cleaning; reusable templates for protein nanopatterning fabricated by interferometric lithography and nanoimprinting,Mark Moxey; Osama El Zubir; Alexander Johnson; Saman S Dinachali; MSM Saifullah; Karen SL Chong; Graham J Leggett,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2014,*
Electronic device incorporating memristor made from metallic nanowire,*,An electronic device includes a first electrode; a second electrode and a nanowireconnected between the first and second electrodes to allow electric current flow. Thenanowire is made from a conductive material exhibiting a variable resistance due toelectromigration. The nanowire is repeatably switchable between two states. A voltageclamp operates through feedback control to maintain the voltage across the nanowire andprevent thermal runaway.,*,2014,*
Gender And Racial Disparity Of Serum Vitamin D Inadequacy: Results From National Data In The United States,S Lee; E Lee; M Maneno; AK Wutoh; A Johnson,Objectives To describe the level of serum vitamin D (25 (OH) D) inadequacy by gender andrace among US adults using national level data. Methods Cross-sectional study wasconducted using the National Health and Nutrition Examination Survey (NHANES) from2001 to 2006; ie; the latest data including serum 25 (OH) D concentration; including all USadults (>= 40 years). Predictive factors of serum 25 (OH) D inadequacy (ie;< 20 ng/ml) wereevaluated using study variables including patient demographic; health and lifestyle factors;health care utilization; insurance coverage; and clinical comorbidities. All analyses wereperformed with SAS statistical software; version 9.1; at an alpha of 0.05. Results Of 125million adults; 37.3% had inadequate serum 25 (OH) D levels. The inadequacy was higherin female than male participants (40.6% vs 33.6%: p< 0.0001; respectively). Among race …,Value in Health,2014,*
Fabrication of metal nanostructures over macroscopic areas by interferometric lithography of self-assembled monolayers,Anna Tsargorodska; Osama El Zubir; Alexander Johnson; Graham J Leggett,*,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2014,*
Semi-classical Methods in Non-Sequential Double Ionization,Allan S Johnson; André Staudte; DM Villeneuve,Non-sequential double ionization of an atom in an intense laser field is a prototypicalproblem in multi-body strong field interactions. To examine non-sequential doubleionization; an often used approach is the semi-classical method; by which initial conditionsare set according to quantum expressions and the ensuing dynamics modelled classically.Here we present a comparative study of quantum and semi-classical methods in the singleactive electron approximation. We show that semi-classical methods over-estimate thekinetic energy of rescattered electrons by up to 150%. We further show that the return time ofthe recolliding electrons deviates between quantum and semi-classical methods at lowintensities; and that the deviation is attributable to the choice of the initial tunnelling position.,Chinese Journal of Physics,2014,*
The Illegal City: Space; Law and Gender in a Delhi Squatter Settlement,Patricia Campbell,The Illegal City explores the intricacies of the relationship between space; law; property;illegality and gendered subjectivity. Against the backdrop of bulldozers enacting world cityaspirations; and a series of judicial rulings that have rendered squatters as 'illegal'citizens;Ayona Datta opens up the everyday practices of squatters living in Delhi as they navigate arule of law that acts at once as a source of fear and hope. The book is set in a state ofperpetual uncertainty;'a context of transience'in which residency in the city is insecure; thethreatening violence of law is ever on the horizon and yet the squatters seem to propagatethis status quo by desiring 'legal'status; even if this means resettlement to the city's periphery(p. 5). Datta argues; however; that resettlement is not a desired outcome. Instead;resettlement to the 'legal'periphery offers the only option to escape the trappings of …,*,2014,*
Few-layer graphene nanoribbon and a method of making the same,*,A method of preparing graphene nanoribbons from a few-layer graphene film includes thesteps of growing or placing a few-layer graphene film on a substrate; applying nanoparticlesto a surface of the few-layer graphene layer on the substrate and performing chemical vaporetching. The resulting few-layer graphene nanoribbon has a thickness of between about 0.3nm and about 50.0 nm and a width of between about 1.0 nm and about 20.0 nm.,*,2014,*
TOG reviewers 2013,Sherif Abdel-Fattah; Rebecca Allen; Allison Amin; Antonios Antoniou; Alok Ash; Neil Avery; Paul Ballard; Bryan Beattie; Pippa Brough; Karen Brown; Paul Byrne; Mary Cairns; Andrew Carlin; Jonathon Chamberlain; Lucy Chappell; Meenakshi Choudhary; Sonji Clarke; Charles Cox; Derek Cruickshank; Amr El-Shalakany; Rupert Fawdry; Michelle Fynes; Anne Garden; Voula Granitsiotis; Diana Hamilton-Fairley; Kate Harding; Tim Hillard; Paul Hilton; Kim Hinshaw; Paul Holmes; Antionette Johnson; Jolly Joy; Shahin Khazali; John Kirwan; Geeta Kumar; Terence Lao; Bertie Leigh; Francesco PG Leone; Keith Louden; Diana Mansour; Bill Martin; Gerald Mason; Joanne McManus; Munawar Mecci; Roland Morley; Henry Murray; Rajan Naik; Nitish Narvekar; Kate Neales; Sam Oddie; Dharmintra Pasupathy; Leonie Penna; Kevin Phillips; Raj Rai; Devender Roberts; Mark Roberts; Stephen Robson; Sri Sankaran; Roger Searle; Smruta Shanbhag; Julia Shefras; Abi Smith; Marie Smith; Egbert Sondorp; Philip Steer; Jane Stewart; Laurence Stewart; Sophia Stone; Chesney Thompson; William Wing-kee To; Derek Tuffnell; Ben Van Calster; Thierry Van den Bosch; Jasper Verguts; Johan Verhaeghe; Suzanne Wallace; Gregory Ward; Val Wareham; Andrew Watson; Ephia Yasmin,By continuing to browse this site you agree to us using cookies as describedin About Cookies. Remove maintenance message …,*,2014,*
Full fragmentation and enantiomeric selection of the isotopically chiral molecule CHCl2Br,Martin Pitzer; Markus S Schöffler; Maksim Kunitski; Allan S Johnson; Till Jahnke; Lothar Ph H Schmidt; Horst Schmidt-Böcking; Reinhard Dörner,Abstract We report the fragmentation of the isotopically chiral molecule CHCl 2 Br into its fiveconstituent atoms; induced by a fs laser field and measured in coincidence. Results showthat a clear distinction between right-handed and left-handed enantiomer is possible forindividual molecules. These findings open up exciting new possibilities for the investigationof chiral molecules.,Journal of Physics: Conference Series,2014,*
